"","Name","Platform","Year_of_Release","Genre","Publisher","NA_Sales","EU_Sales","JP_Sales","Other_Sales","Global_Sales","Critic_Score","Critic_Count","User_Score","User_Count","Developer","Rating"
"9839","Mahou Shoujo Lyrical Nanoha A's Portable: The Gears of Destiny","PSP","2011","Fighting","Namco Bandai Games",0,0,0.12,0,0.12,NA,NA,1,NA,"",""
"9840","Dodge Racing: Charger vs Challenger","Wii","2009","Racing","Zushi Games",0.11,0,0,0.01,0.12,NA,NA,97,NA,"EM Studios","E"
"9841","Fate/Extra CCC","PSP","2013","Action","Marvelous Entertainment",0,0,0.12,0,0.12,NA,NA,1,NA,"",""
"9842","Greg Hastings Paintball 2","Wii","2010","Shooter","505 Games",0.11,0,0,0.01,0.12,NA,NA,97,NA,"Super X Studios","E10+"
"9843","Fat Princess: Fistful of Cake","PSP","2010","Action","Sony Computer Entertainment",0.08,0.02,0,0.02,0.12,74,33,86,25,"SuperVillain Studios","T"
"9849","Super Robot Wars OG Saga: Masou Kishin - The Lord of Elemental","DS","2010","Strategy","Namco Bandai Games",0,0,0.12,0,0.12,NA,NA,1,NA,"",""
"9851","Backyard Sports Football: Rookie Rush","X360","2010","Sports","Atari",0.11,0,0,0.01,0.12,NA,NA,1,NA,"",""
"9854","Tony Hawk's Pro Skater 5","XOne","2015","Sports","Activision",0.09,0.02,0,0.01,0.12,39,18,20,132,"Robomodo","T"
"9856","Rodea the Sky Soldier","WiiU","2015","Action","Nippon Ichi Software",0.08,0.02,0.01,0.01,0.12,45,31,64,81,"Prope, Kadokawa","E10+"
"9858","Yakuza Kiwami","PS3","2016","Adventure","Sega",0,0,0.12,0,0.12,NA,NA,1,NA,"",""
"9859","DreamWorks Super Star Kartz","3DS","2011","Racing","Activision",0.08,0.03,0,0.01,0.12,NA,NA,97,NA,"Activision","E"
"9860","Pinball Hall of Fame: The Williams Collection","X360","2009","Misc","Crave Entertainment",0.11,0,0,0.01,0.12,83,18,82,16,"Farsight Studios","E10+"
"9863","NBA 2K17","X360","2016","Sports","Take-Two Interactive",0.09,0.02,0,0.01,0.12,NA,NA,33,11,"2K Games","E"
"9864","Academy of Champions: Soccer","Wii","2009","Sports","Ubisoft",0.09,0.02,0,0.01,0.12,64,20,67,14,"Ubisoft Vancouver","E"
"9867","Power Gig: Rise of the SixString","X360","2010","Misc","Unknown",0.11,0,0,0.01,0.12,36,20,20,17,"Seven45 Studios","T"
"9868","Mountain Sports","Wii","2009","Sports","Activision",0.11,0,0,0.01,0.12,NA,NA,97,NA,"Activision","E"
"9869","Puzzle Kingdoms","Wii","2009","Puzzle","Zoo Digital Publishing",0.11,0,0,0.01,0.12,63,11,97,NA,"Infinite Interactive","E"
"9870","Skylanders: SuperChargers","3DS","2015","Action","Activision",0.05,0.06,0,0.01,0.12,NA,NA,97,NA,"Vicarious Visions","E10+"
"9871","Monster Jam: Path of Destruction","X360","2010","Racing","Activision",0.11,0,0,0.01,0.12,NA,NA,49,4,"Virtuos","E"
"9874","Just Dance: Disney Party","Wii","2012","Misc","Ubisoft",0.01,0.1,0,0.01,0.12,NA,NA,97,NA,"Disney Interactive Studios, Land Ho!","E"
"9876","Deca Sports Extreme","3DS","2011","Sports","Hudson Soft",0.08,0,0.03,0.01,0.12,52,6,97,NA,"Hudson Soft","E"
"9879","Mahou Shoujo Lyrical Nanoha A's Portable: The Battle of Aces","PSP","2010","Shooter","Namco Bandai Games",0,0,0.12,0,0.12,NA,NA,1,NA,"",""
"9880","Deepak Chopra's Leela","X360","2011","Misc","THQ",0.07,0.04,0,0.01,0.12,NA,NA,34,4,"Curious Pictures","E"
"9883","One Piece: Super Grand Battle! X","3DS","2014","Fighting","Namco Bandai Games",0,0,0.12,0,0.12,NA,NA,1,NA,"",""
"9887","Akiba's Trip: Undead & Undressed","PS4","2014","Action","Acquire",0.08,0,0.01,0.02,0.12,NA,NA,1,NA,"",""
"9889","Tales of Berseria","PS3","2016","Role-Playing","Namco Bandai Games",0,0,0.12,0,0.12,NA,NA,1,NA,"",""
"9891","Uta no * Prince-Sama: All Star","PSP","2013","Action","Broccoli",0,0,0.12,0,0.12,NA,NA,1,NA,"",""
"9895","Jikkyou Powerful Pro Yakyuu 2014","PSV","2014","Sports","Konami Digital Entertainment",0,0,0.12,0,0.12,NA,NA,1,NA,"",""
"9899","nail'd","PS3","2010","Racing","Deep Silver",0.08,0.02,0,0.02,0.12,66,36,61,13,"Techland","E10+"
"9902","A.C.E.: Another Century's Episode Portable","PSP","2011","Simulation","Namco Bandai Games",0,0,0.12,0,0.12,NA,NA,1,NA,"",""
"9903","Jaws: Ultimate Predator","3DS","2011","Action","Majesco Entertainment",0.11,0,0,0.01,0.12,NA,NA,97,NA,"MicroProse, n-Space","M"
"9904","Marvel Avengers: Battle for Earth","WiiU","2012","Action","Ubisoft",0.06,0.04,0,0.01,0.12,50,10,49,25,"Ubisoft Quebec","T"
"9906","Rock Band: Metal Track Pack","PS3","2009","Misc","MTV Games",0.11,0,0,0.01,0.12,NA,NA,97,NA,"Harmonix Music Systems","T"
"9907","Alice: Madness Returns","PC","2011","Adventure","Electronic Arts",0,0.1,0,0.02,0.12,75,29,83,559,"Spicy Horse","M"
"9910","Petz Puppyz & Kittenz","DS","2011","Misc","Ubisoft",0.11,0,0,0.01,0.12,NA,NA,1,NA,"",""
"9914","Tom Clancy's Splinter Cell: Blacklist","WiiU","2013","Action","Ubisoft",0.04,0.07,0,0.01,0.12,75,5,77,148,"Ubisoft Toronto","M"
"9920","Peggle: Dual Shot","DS","2009","Puzzle","PopCap Games",0.11,0,0,0.01,0.12,84,17,81,21,"Q Entertainment","E"
"9922","Spider-Man: Edge of Time","3DS","2011","Action","Activision",0.08,0.03,0,0.01,0.12,50,7,63,12,"Beenox","T"
"9924","Samurai Warriors 4-II","PS4","2015","Action","Tecmo Koei",0.03,0.02,0.06,0.01,0.12,73,26,72,24,"Omega Force","T"
"9927","SimAnimals Africa","Wii","2009","Simulation","Electronic Arts",0.1,0.01,0,0.01,0.12,53,7,97,NA,"Electronic Arts","E"
"9928","Love Live! School Idol Paradise","PSV","2014","Misc","Kadokawa Games",0,0,0.12,0,0.12,NA,NA,1,NA,"",""
"9929","Lost Planet 3","X360","2013","Shooter","Capcom",0.07,0.03,0.01,0.01,0.12,58,43,57,142,"Spark Unlimited","T"
"9931","The Clique: Diss and Make Up","DS","2009","Adventure","Warner Bros. Interactive Entertainment",0.11,0,0,0.01,0.12,NA,NA,97,NA,"Gorilla Systems","E10+"
"9936","Charm Girls Club: My Perfect Prom","DS","2009","Simulation","Electronic Arts",0.11,0,0,0.01,0.12,NA,NA,97,NA,"Griptonite Games","E"
"9940","Brunswick Pro Bowling","3DS","2011","Sports","Crave Entertainment",0.11,0,0,0.01,0.12,NA,NA,97,NA,"Farsight Studios, Crave","E"
"9942","Wipeout 2","PS3","2011","Misc","Activision",0.11,0,0,0.01,0.12,NA,NA,97,NA,"Endemol","E10+"
"9943","LEGO Batman 2: DC Super Heroes","WiiU","2013","Action","Warner Bros. Interactive Entertainment",0.04,0.06,0,0.01,0.12,77,7,72,31,"TT Games","E10+"
"9948","Tropico 5","PC","2014","Simulation","Kalypso Media",0.02,0.09,0,0.01,0.12,75,51,69,351,"Haemimont","T"
"9951","Reality Fighters","PSV","2012","Fighting","Sony Computer Entertainment",0.05,0.05,0,0.02,0.12,54,39,37,30,"Novarama","T"
"9952","Petz Fantasy: Moonlight Magic","DS","2010","Simulation","Ubisoft",0.11,0,0,0.01,0.12,NA,NA,97,NA,"Ubisoft","E"
"9953","The Price is Right: Decades","Wii","2011","Misc","Ubisoft",0.11,0,0,0.01,0.12,NA,NA,97,NA,"Ludia Inc.","E10+"
"9954","Power Pro Kun Pocket 14","DS","2011","Sports","Konami Digital Entertainment",0,0,0.12,0,0.12,NA,NA,1,NA,"",""
"9956","Jikkyou Powerful Pro Baseball 2016","PS3","2016","Sports","Konami Digital Entertainment",0,0,0.12,0,0.12,NA,NA,1,NA,"",""
"9957","FIFA 17","PC","2016","Sports","Electronic Arts",0,0.11,0,0.01,0.12,84,12,41,160,"EA Sports, EA Vancouver","E"
"9958","After Hours Athletes","PS3","2011","Sports","Sony Computer Entertainment",0,0.1,0,0.02,0.12,NA,NA,1,NA,"",""
"9961","Disney Princess: Enchanting Storybooks","DS","2011","Misc","THQ",0.07,0.03,0,0.01,0.12,NA,NA,97,NA,"Page 44 Studios","E"
"9968","2 in 1 Combo Pack: Sonic Heroes / Super Monkey Ball Deluxe","X360","2013","Misc","Ubisoft",0.09,0.01,0,0.01,0.12,NA,NA,1,NA,"",""
"9970","Armored Core: Verdict Day","PS3","2013","Simulation","From Software",0,0,0.12,0,0.12,66,18,73,28,"From Software","T"
"9972","Madden NFL 17","PS3","2016","Sports","Electronic Arts",0.07,0.02,0,0.02,0.12,NA,NA,3,5,"EA Sports","E"
"9975","Lost in Shadow","Wii","2010","Platform","Konami Digital Entertainment",0.09,0,0.01,0.01,0.12,68,38,86,18,"Hudson Soft","E10+"
"9977","Legend of the Guardians: The Owls of Ga'Hoole","Wii","2010","Action","Warner Bros. Interactive Entertainment",0.1,0.01,0,0.01,0.12,54,5,97,NA,"Tantatus","E10+"
"9981","DreamWorks Super Star Kartz","PS3","2011","Racing","Activision",0.06,0.03,0,0.02,0.12,NA,NA,97,NA,"Activision","E"
"9982","Dorabase 2: Nettou Ultra Stadium","DS","2009","Sports","Namco Bandai Games",0,0,0.12,0,0.12,NA,NA,1,NA,"",""
"9983","Where the Wild Things Are","Wii","2009","Platform","Warner Bros. Interactive Entertainment",0.11,0,0,0.01,0.12,65,6,97,NA,"Griptonite Games","E10+"
"9990","Cabela's North American Adventures","PS3","2010","Sports","Activision",0.11,0,0,0.01,0.12,NA,NA,97,NA,"FUN Labs","T"
"9991","Darkspore","PC","2011","Role-Playing","Electronic Arts",0.07,0.03,0,0.01,0.12,65,52,59,133,"Maxis","T"
"9992","Self-Defense Training Camp","X360","2011","Sports","Ubisoft",0.08,0.03,0,0.01,0.12,21,5,49,25,"Ubisoft","T"
"9994","Midnight Mysteries: The Edgar Allan Poe Conspiracy","DS","2010","Adventure","Foreign Media Games",0.08,0.03,0,0.01,0.12,55,4,97,NA,"MumboJumbo","T"
"9995","Dynasty Warriors 8: Xtreme Legends","PSV","2013","Action","Tecmo Koei",0.03,0.02,0.05,0.02,0.12,NA,NA,1,NA,"",""
"9997","Yakuza","PS3","2012","Action","Sega",0,0,0.11,0,0.11,NA,NA,1,NA,"",""
"9999","Deception IV: Blood Ties","PS3","2014","Action","Tecmo Koei",0.03,0.02,0.06,0.01,0.11,70,19,81,27,"Koei Tecmo Games","M"
"10001","Tenchu: Shadow Assassins","PSP","2009","Action","Ubisoft",0.03,0.02,0.05,0.01,0.11,68,18,73,18,"From Software","M"
"10002","Fuse (Insomniac)","PS3","2013","Shooter","Electronic Arts",0.06,0.04,0,0.02,0.11,NA,NA,1,NA,"",""
"10005","18 Wheels of Steel: Extreme Trucker 2","PC","2011","Racing","Rondomedia",0.08,0.02,0,0.01,0.11,NA,NA,82,10,"ValuSoft","E"
"10013","Lost Horizon","PC","2010","Adventure","Deep Silver",0,0.1,0,0.02,0.11,77,24,78,27,"Animation Arts","T"
"10014","SingStar Latino","PS3","2009","Misc","Sony Computer Entertainment",0.11,0,0,0.01,0.11,NA,NA,97,NA,"SCEE London Studio","T"
"10016","Minute to Win It","DS","2010","Misc","Zoo Games",0.11,0,0,0.01,0.11,NA,NA,97,NA,"Smack Down Productions","E"
"10017","Rugby 15","PS4","2015","Sports","Bigben Interactive",0.04,0.06,0,0.02,0.11,19,5,33,65,"HB Studios Multimedia","E"
"10022","Puzzle Quest 2","DS","2010","Puzzle","D3Publisher",0.1,0,0,0.01,0.11,74,27,57,11,"Infinite Interactive","E10+"
"10026","Final Fantasy III","PSP","2012","Role-Playing","Square Enix",0,0,0.11,0,0.11,NA,NA,88,15,"Matrix Software","T"
"10027","Taiko Drum Master: Tokumori!","WiiU","2014","Misc","Namco Bandai Games",0,0,0.11,0,0.11,NA,NA,1,NA,"",""
"10028","Disney Art Academy","3DS","2016","Action","Nintendo",0.02,0.01,0.08,0,0.11,72,16,67,5,"Headstrong Games","E"
"10029","A Witch's Tale","DS","2009","Role-Playing","Nippon Ichi Software",0.08,0,0.03,0.01,0.11,50,17,61,9,"Nippon Ichi Software, Hit Maker","E10+"
"10030","MySims SkyHeroes","PS3","2010","Action","Electronic Arts",0.08,0.02,0,0.01,0.11,62,16,97,NA,"Electronic Arts","E10+"
"10031","Persona 5","PS3","2016","Role-Playing","Unknown",0,0,0.11,0,0.11,NA,NA,1,NA,"Atlus",""
"10032","Hyperdimension Neptunia U: Action Unleashed","PSV","2014","Action","Idea Factory International",0.03,0.01,0.06,0.01,0.11,71,20,67,44,"Tamsoft","T"
"10035","Yogi Bear: The Video Game","Wii","2010","Action","D3Publisher",0.06,0.05,0,0.01,0.11,NA,NA,97,NA,"Monkey Bar Games","E"
"10037","Pocket Soccer League: Calciobit","3DS","2012","Sports","Nintendo",0,0,0.11,0,0.11,NA,NA,1,NA,"",""
"10041","Heart Catch PreCure! Oshare Collection","DS","2010","Action","Namco Bandai Games",0,0,0.11,0,0.11,NA,NA,1,NA,"",""
"10053","Blood Drive","X360","2010","Racing","Activision",0.09,0.01,0,0.01,0.11,40,21,64,10,"Sidhe Interactive","M"
"10055","The Price is Right: Decades","X360","2011","Misc","Ubisoft",0.11,0,0,0.01,0.11,NA,NA,97,NA,"Ludia Inc.","E10+"
"10057","Vacation Isle: Beach Party","Wii","2010","Misc","Warner Bros. Interactive Entertainment",0.08,0.02,0,0.01,0.11,NA,NA,97,NA,"Farsight Studios","E"
"10058","The Walking Dead: Survival Instinct","WiiU","2013","Shooter","Activision",0.08,0.03,0,0.01,0.11,NA,NA,45,49,"Terminal Reality","M"
"10060","Shin Sangoku Musou: Multi Raid 2","PSP","2010","Action","Tecmo Koei",0,0,0.11,0,0.11,NA,NA,1,NA,"",""
"10062","Puyo Puyo Tetris","3DS","2014","Puzzle","Sega",0,0,0.11,0,0.11,NA,NA,1,NA,"",""
"10064","Fatal Frame: Maiden of Black Water","WiiU","2014","Action","Nintendo",0,0.03,0.08,0,0.11,67,58,75,226,"Koei Tecmo Games","M"
"10066","Samurai Warriors 4-II","PS3","2015","Action","Tecmo Koei",0,0,0.11,0,0.11,NA,NA,97,NA,"Omega Force","T"
"10067","Tom Clancy's Splinter Cell Trilogy","PS3","2011","Action","Ubisoft",0,0.09,0,0.02,0.11,NA,NA,1,NA,"",""
"10068","The Lord of the Rings: Aragorn's Quest","DS","2010","Action","Warner Bros. Interactive Entertainment",0.09,0.02,0,0.01,0.11,NA,NA,97,NA,"Headstrong Games","E10+"
"10074","Girl Time","DS","2009","Simulation","THQ",0.11,0,0,0.01,0.11,NA,NA,97,NA,"THQ","E"
"10076","MLB 13: The Show","PSV","2013","Sports","Sony Computer Entertainment",0.1,0,0,0.02,0.11,75,7,74,21,"SCEA San Diego Studios","E"
"10081","Super Run For Money Tousouchuu Atsumare! Saikyou no Tousou Monotachi","3DS","2015","Action","Namco Bandai Games",0,0,0.11,0,0.11,NA,NA,1,NA,"",""
"10084","Split/Second","PSP","2010","Racing","Disney Interactive Studios",0.08,0.02,0,0.02,0.11,63,16,66,15,"Black Rock Studio","E10+"
"10087","The King of Fighters XII","X360","2009","Fighting","Ignition Entertainment",0.09,0,0.01,0.01,0.11,63,57,41,33,"SNK Playmore","T"
"10090","Queen's Blade: Spiral Chaos","PSP","2009","Role-Playing","Namco Bandai Games",0,0,0.11,0,0.11,NA,NA,1,NA,"",""
"10091","Desktop Tower Defense","DS","2009","Strategy","THQ",0.1,0,0,0.01,0.11,NA,NA,97,NA,"Frima Studio","E"
"10094","Coraline","PS2","2009","Action","D3Publisher",0.06,0.04,0,0.01,0.11,39,5,19,6,"Papaya Studios","E10+"
"10097","Zangeki no Reginleiv","Wii","2010","Action","Nintendo",0,0,0.11,0,0.11,NA,NA,1,NA,"",""
"10103","The Hardy Boys: Treasure on the Tracks","DS","2009","Adventure","Sega",0.1,0,0,0.01,0.11,65,9,97,NA,"Her Interactive","E"
"10105","Funky Barn","3DS","2012","Simulation","Ubisoft",0.07,0.03,0,0.01,0.11,NA,NA,1,NA,"",""
"10106","Transformer: Rise of the Dark Spark","PS3","2014","Action","Activision",0.04,0.04,0.01,0.02,0.11,NA,NA,1,NA,"",""
"10110","MotoGP 14 ","PS3","2014","Racing","Milestone S.r.l.",0.05,0.05,0,0.02,0.11,NA,NA,97,NA,"Milestone S.r.l","E"
"10114","Where the Wild Things Are","X360","2009","Platform","Warner Bros. Interactive Entertainment",0.1,0,0,0.01,0.11,51,10,53,5,"Griptonite Games","E10+"
"10115","Toukiden 2","PSV","2016","Action","Tecmo Koei",0,0,0.11,0,0.11,NA,NA,1,NA,"",""
"10119","Happy Feet Two","3DS","2011","Action","Warner Bros. Interactive Entertainment",0.08,0.02,0,0.01,0.11,NA,NA,1,NA,"",""
"10120","Transformer: Rise of the Dark Spark","XOne","2014","Action","Activision",0.07,0.03,0,0.01,0.11,NA,NA,1,NA,"",""
"10125","To Heart 2: Dungeon Travelers","PSP","2011","Adventure","Aqua Plus",0,0,0.11,0,0.11,NA,NA,1,NA,"",""
"10126","WWE All Stars","PS2","2011","Fighting","THQ",0.05,0.04,0,0.01,0.11,NA,NA,33,5,"THQ","T"
"10128","Dementium II","DS","2010","Shooter","SouthPeak Games",0.09,0.01,0,0.01,0.11,75,25,82,31,"Renegade Kid","M"
"10132","BlazBlue: Calamity Trigger Portable","PSP","2010","Fighting","PQube",0.07,0.01,0.03,0.01,0.11,82,14,77,18,"Arc System Works","T"
"10141","Akiba's Trip: Undead & Undressed","PS3","2013","Action","Nippon Ichi Software",0.05,0.01,0.04,0.01,0.11,NA,NA,1,NA,"",""
"10142","de Blob 2","DS","2011","Platform","THQ",0.08,0.02,0,0.01,0.11,75,11,81,6,"Halfbrick Studios","E"
"10143","Call of Juarez: The Cartel","PC","2011","Shooter","Ubisoft",0.05,0.05,0,0.01,0.11,51,12,32,126,"Ubisoft","M"
"10144","Fabulous Finds","DS","2009","Puzzle","ValuSoft",0.1,0,0,0.01,0.11,NA,NA,97,NA,"THQ","E"
"10145","Let's Play Garden","DS","2010","Simulation","Deep Silver",0.1,0,0,0.01,0.11,NA,NA,97,NA,"Deep Silver","E"
"10149","Escape The Museum","Wii","2009","Adventure","Majesco Entertainment",0.1,0.01,0,0.01,0.11,NA,NA,97,NA,"Void Productions","E"
"10150","LEGO Ninjago: Shadow of Ronin","PSV","2015","Action","Warner Bros. Interactive Entertainment",0.01,0.08,0,0.02,0.11,70,5,97,NA,"TT Fusion","E10+"
"10153","JASF: Jane's Advanced Strike Fighters","PS3","2011","Simulation","Deep Silver",0.07,0.03,0,0.01,0.11,41,7,30,7,"Trickstar Games","T"
"10157","Digimon Story: Cyber Sleuth","PS4","2016","Role-Playing","Namco Bandai Games",0,0.1,0,0.02,0.11,75,45,84,289,"Media Vision","T"
"10158","Cloudy With a Chance of Meatballs","Wii","2009","Platform","Ubisoft",0.1,0,0,0.01,0.11,68,4,52,4,"Ubisoft Shanghai","E"
"10161","NCIS 3D","3DS","2011","Adventure","Ubisoft",0.06,0.04,0,0.01,0.11,NA,NA,97,NA,"Ubisoft","T"
"10162","Shin Kamaitachi no Yoru: 11 Hitome no Suspect","PS3","2011","Adventure","THQ",0,0,0.11,0,0.11,NA,NA,1,NA,"",""
"10163","Ridge Racer Unbounded","X360","2012","Racing","Namco Bandai Games",0.05,0.05,0,0.01,0.11,71,59,76,56,"Bugbear","T"
"10164","Family Game Night 4: The Game Show","PS3","2011","Misc","Electronic Arts",0.08,0.02,0,0.01,0.11,NA,NA,97,NA,"Electronic Arts","E"
"10168","Yard Sale Hidden Treasures: Sunnyville","DS","2010","Puzzle","Konami Digital Entertainment",0.1,0,0,0.01,0.11,NA,NA,97,NA,"Konami","E10+"
"10169","John Daly's ProStroke Golf","PS3","2010","Sports","O-Games",0.09,0.01,0,0.01,0.11,58,23,40,8,"Gusto Games","E"
"10172","Get Up and Dance","Wii","2011","Misc","O-Games",0.06,0.04,0,0.01,0.11,NA,NA,97,NA,"Crave","T"
"10173","Truth or Lies","X360","2010","Misc","THQ",0.07,0.03,0,0.01,0.11,28,6,51,6,"THQ","T"
"10176","Puzzler World 2","DS","2010","Puzzle","Ubisoft",0.02,0.07,0,0.02,0.11,NA,NA,97,NA,"Ubisoft","E"
"10178","Astro Boy: The Video Game","PS2","2009","Action","D3Publisher",0.05,0.04,0,0.01,0.11,56,4,49,4,"High Voltage Software","E10+"
"10179","Gabrielle's Ghostly Groove 3D","3DS","2011","Adventure","Funbox Media",0.08,0.02,0,0.01,0.11,62,9,73,9,"Santa Entertainment","E"
"10187","Nickelodeon Dance","X360","2011","Misc","Take-Two Interactive",0.08,0.02,0,0.01,0.11,NA,NA,97,NA,"High Voltage Software","E"
"10190","PriPara Mezase! Idol Grand Prix No.1!","3DS","2015","Misc","Takara Tomy",0,0,0.11,0,0.11,NA,NA,1,NA,"",""
"10195","Paws & Claws Pet Vet: Australian Adventures","DS","2009","Simulation","THQ",0.1,0,0,0.01,0.11,NA,NA,1,NA,"",""
"10196","Shin Sangoku Musou 6 Special","PSP","2011","Action","Tecmo Koei",0,0,0.11,0,0.11,NA,NA,1,NA,"",""
"10200","Valkyrie Drive: Bhikkhuni","PSV","2015","Action","PQube",0,0.03,0.07,0.01,0.11,72,7,84,11,"Marvelous Inc.","M"
"10211","DualPenSports","3DS","2011","Sports","Namco Bandai Games",0.05,0.05,0,0.01,0.11,58,11,97,NA,"Indies Zero","E10+"
"10212","Grease","DS","2010","Misc","505 Games",0.1,0,0,0.01,0.11,NA,NA,97,NA,"Big Head Games Ltd.","E10+"
"10215","Bodycount","PS3","2011","Shooter","Codemasters",0.05,0.05,0,0.02,0.11,50,40,34,28,"Guildford Studio","M"
"10218","Samurai Warriors 4","PSV","2014","Action","Tecmo Koei",0,0,0.11,0,0.11,76,5,85,18,"Omega Force","T"
"10219","Winter Stars","Wii","2011","Sports","Deep Silver",0.05,0.05,0,0.01,0.11,NA,NA,97,NA,"49Games","E"
"10220","Hasbro Family Game Night Fun Pack","Wii","2011","Misc","Electronic Arts",0.1,0,0,0.01,0.11,NA,NA,97,NA,"Virtuos","E"
"10221","Planet 51","PS3","2009","Action","Sega",0.07,0.03,0,0.01,0.11,50,11,97,NA,"Pyro Studios","E"
"10223","Frontier Gate","PSP","2011","Role-Playing","Konami Digital Entertainment",0,0,0.11,0,0.11,NA,NA,1,NA,"",""
"10229","AKB48+Me","3DS","2012","Action","Unknown",0,0,0.11,0,0.11,NA,NA,1,NA,"",""
"10233","Calling","Wii","2009","Adventure","Konami Digital Entertainment",0.06,0.04,0,0.01,0.11,49,28,66,16,"Hudson Entertainment","T"
"10234","Yomawari","PSV","2015","Adventure","Nippon Ichi Software",0.02,0.02,0.06,0.01,0.11,NA,NA,1,NA,"",""
"10235","Night at the Museum: Battle of the Smithsonian","X360","2009","Action","Majesco Entertainment",0.07,0.03,0,0.01,0.11,50,15,70,8,"Majesco Games, Majesco","E10+"
"10237","Spyborgs","Wii","2009","Action","Capcom",0.09,0.01,0,0.01,0.11,66,30,62,6,"Bionic Games","T"
"10238","ESA Game Pack","PS3","2010","Misc","Sony Computer Entertainment",0.1,0,0,0.01,0.11,NA,NA,97,NA,"Various","T"
"10240","Invizimals: The Lost Tribes","PSP","2011","Action","Sony Computer Entertainment",0,0.08,0,0.03,0.11,NA,NA,97,NA,"Novarama",""
"10242","Bodycount","X360","2011","Shooter","Codemasters",0.07,0.03,0,0.01,0.11,53,61,46,73,"Guildford Studio","M"
"10246","Machinarium","PC","2009","Adventure","Daedalic",0,0.09,0,0.02,0.11,85,47,87,526,"Amanita Design",""
"10251","Michael Phelps: Push the Limit","X360","2011","Sports","505 Games",0.09,0.01,0,0.01,0.11,48,10,34,6,"Blitz Games","E"
"10254","Wasteland 2","PS4","2015","Role-Playing","Deep Silver",0.08,0,0.02,0.02,0.11,NA,NA,1,NA,"",""
"10256","Batman: Return to Arkham","XOne","2016","Action","Warner Bros. Interactive Entertainment",0.05,0.05,0,0.01,0.11,77,6,81,43,"Rocksteady Studios, Virtuos","T"
"10258","Shining Ark","PSP","2013","Role-Playing","Sega",0,0,0.11,0,0.11,NA,NA,1,NA,"",""
"10261","My Little Sister Can't Be This Cute Portable","PSP","2012","Action","Namco Bandai Games",0,0,0.11,0,0.11,NA,NA,1,NA,"",""
"10262","Backyard NFL Football '10","X360","2009","Sports","Atari",0.1,0,0,0.01,0.11,NA,NA,1,NA,"",""
"10269","Hole in the Wall: Deluxe Edition","X360","2011","Misc","Ubisoft",0.1,0,0,0.01,0.11,NA,NA,97,NA,"Ubisoft","E"
"10271","Blazblue: Continuum Shift Extend","PSV","2011","Fighting","PQube",0.03,0.05,0.02,0.02,0.11,83,28,74,97,"Arc System Works","T"
"10278","Animal Planet: Vet Life","DS","2009","Simulation","Activision",0.1,0,0,0.01,0.11,NA,NA,97,NA,"Activision","E"
"10280","Picross 3D 2","3DS","2015","Puzzle","Nintendo",0,0,0.11,0,0.11,NA,NA,1,NA,"",""
"10283","Rock Band: Metal Track Pack","PS2","2009","Misc","MTV Games",0.05,0.04,0,0.01,0.11,NA,NA,97,NA,"Harmonix Music Systems","T"
